Latitude,SqFtTotLiving,SqFt2ndFloor,Longitude,YrBuilt,SqFtFinBasement,SqFt1stFloor
47.6456911,1890,0,-122.3932942,1927,0,1180
47.6797426,1260,540,-122.3749166,2018,180,540
47.6223313,1580,540,-122.3185217,2018,0,480
47.71553,1830,0,-122.2806507,1951,350,1480
47.690348,1370,500,-122.3804422,2017,390,480
47.7146569,1500,800,-122.2154975,2017,0,700
47.4065284,1440,0,-122.330801,1920,0,1440
47.3917397,3770,1160,-122.1052064,2017,0,2610
47.5581429,1290,0,-122.3973162,1947,400,890
47.5739961,2280,830,-122.2823928,1924,460,990
47.5999935,1100,380,-122.3063704,2017,340,380
47.5456488,1810,0,-122.3930919,1949,250,1100
47.6648439,790,0,-122.3575619,1910,0,790
47.692913,2120,0,-122.332532,1962,900,1220
47.5658224,1440,410,-122.3723157,2018,330,410
47.4449959,2354,0,-122.4504994,1977,0,1230
47.5064962,1090,0,-122.3372738,1966,0,1090
47.7472703,3920,1700,-122.229381,2018,930,1290
47.6684508,1470,570,-122.3644609,2016,0,470
47.6830299,1380,480,-122.387878,2017,0,420
47.5921909,1480,520,-122.3010121,2016,0,520
47.5985032,1690,580,-122.311998,2017,530,580
47.6280452,2850,950,-122.3021124,1904,950,950
47.6948523,1630,0,-122.3966233,1954,0,1630
47.3669185,1870,0,-122.2890766,1977,480,1390
47.6669271,2230,0,-122.2976925,1924,620,970
47.5088346,2120,1320,-122.3385634,2017,0,800
47.5037724,3070,1660,-122.1444557,2017,0,1410
47.3797598,1200,0,-122.3162,1968,0,1200
47.2599306,5260,0,-122.2658722,1976,2320,2940
47.5473228,3050,0,-122.1769509,1967,1500,1550
47.4670576,2030,0,-122.2714761,1960,500,1530
47.5580706,940,0,-122.316951,1912,0,720
47.7266862,1600,0,-122.333924,1951,490,1110
47.5925913,2300,550,-122.302472,1901,890,860
47.5781285,1640,740,-122.3130509,1904,0,900
47.5651484,2920,0,-122.1629996,1967,1300,1620
47.6578504,1690,0,-122.286347,1956,0,1690
47.5536462,1240,490,-122.2997177,2019,260,490
47.5716268,2990,0,-122.1238669,1969,1270,1720
47.6747681,1820,670,-122.38569,2015,480,670
47.4961084,1640,0,-122.2409731,1944,0,1310
47.4731071,1640,0,-122.1246466,1972,0,1640
47.6876085,830,0,-122.3879119,1927,0,830
47.63975,1080,0,-122.2997876,1922,0,1080
47.7500604,2930,0,-122.2891208,1958,990,1940
47.6660167,1720,500,-122.3699192,2017,540,680
47.7689328,1190,0,-122.3336352,1954,0,1190
47.460993,580,0,-122.351788,1976,0,580
47.5339746,1580,0,-122.2926564,1931,0,1580
47.7750418,2900,0,-122.1965576,1977,1250,1650
47.774142,1630,620,-122.213391,1966,0,1010
47.6024777,1850,0,-122.1338388,1956,0,1850
47.5523442,2620,0,-122.1733296,1963,1150,1470
47.7010373,2370,800,-122.37999,1952,570,1000
47.3541842,1280,0,-122.1492174,1967,0,1280
47.4776661,2470,0,-122.1292897,1976,1140,1330
47.6081549,2160,0,-122.1916273,1959,950,1210
47.5028012,2090,0,-122.1672645,1963,1010,1080
47.2978133,1700,0,-122.3621386,1966,500,1200
47.4877771,1560,620,-122.1617851,2016,310,630
47.4677786,1220,0,-122.3536908,1944,0,900
47.3419459,950,0,-122.2804188,1965,0,950
47.5213582,1120,0,-122.3477407,1967,0,1120
47.5817726,1450,490,-122.315091,2017,480,480
47.5154107,2280,1080,-122.3814721,2015,0,1200
47.670259,1400,0,-122.1624701,1966,0,1400
47.5346298,1680,0,-122.2877294,1959,400,1280
47.6980039,1750,550,-122.3481532,2018,610,590
47.6765311,3140,1290,-122.3668237,2019,760,1090
47.7220477,1310,0,-122.2052731,1962,0,1310
47.2986272,1590,0,-122.3642777,1967,480,1110
47.7000363,1530,0,-122.3059067,1955,0,1250
47.6917651,1630,780,-122.3057164,2019,280,570
47.4945044,1590,0,-122.2209372,1953,430,1160
47.5572691,2660,1170,-122.2826771,2016,0,940
47.6709095,2170,0,-122.2929545,1928,120,1250
47.2840426,990,0,-122.2059917,1957,0,990
47.5557522,1780,780,-122.2810478,2017,220,780
47.5984533,2010,680,-122.2981891,2016,0,680
47.7572075,1720,0,-122.350131,1967,530,1190
47.5263402,1210,430,-122.322222,2015,0,400
47.6575533,2170,1010,-122.3985536,1910,0,1160
47.469054,2690,0,-122.369092,1963,1010,1680
47.6786366,2000,500,-122.3763628,2019,0,500
47.6912692,1430,0,-122.3716615,1916,0,1040
47.4361968,3432,1505,-122.1573894,2019,909,1018
47.7263369,1800,0,-122.1803684,1968,460,1340
47.6006363,1180,510,-122.3061991,2018,180,490
47.6924953,1640,0,-122.334752,1948,0,1270
47.4437776,1400,0,-122.1857687,1949,0,1400
47.7648301,2740,0,-122.2846002,1959,900,1840
47.5130757,1720,0,-122.3380033,1960,670,1050
47.5820616,2340,0,-122.3914988,1970,1170,1170
47.5128736,1920,0,-122.2623609,1960,800,1120
47.6315945,3760,0,-122.1157128,1967,0,2520
47.7552141,1320,0,-122.3177547,1954,0,1320
47.3930485,2310,580,-122.3223094,1962,0,1730
47.6466789,2100,0,-122.3918968,1931,420,1680
47.3377591,1020,0,-122.2906744,1967,0,1020
47.5678841,1770,0,-122.3770098,1925,430,1340
47.6731884,3290,1410,-122.2904832,2019,0,850
47.4718532,2390,1410,-122.2631821,2017,0,980
47.4992135,1680,0,-122.2607051,1912,600,940
47.7647586,1490,0,-122.3212567,1948,0,1330
47.3934179,1770,0,-122.1959559,1966,610,1160
47.5467537,2310,0,-122.2966078,1964,1000,1310
47.4511957,1510,0,-122.3556787,1950,350,1160
47.6264735,1600,0,-122.1142435,1965,0,1600
47.7076422,990,0,-122.3464276,1952,0,990
47.7717013,1690,0,-122.3147526,1961,620,1070
47.5636298,3240,0,-122.1540699,1973,1300,1940
47.3364935,2090,0,-122.2850959,1979,810,1280
47.710596,2920,1720,-122.2158616,2018,0,1200
47.3636058,2711,940,-122.2837716,1967,0,1771
47.5158897,1380,0,-122.2003963,1980,0,1380
47.4845389,1360,630,-122.1613013,2016,150,580
47.3101889,2420,0,-122.2065204,1962,1210,1210
47.7008461,2190,0,-122.2873569,1957,690,1500
47.7764586,3830,1070,-122.2320007,1980,510,2250
47.7585783,2070,0,-122.3515033,1947,0,2070
47.6940121,840,0,-122.3675839,1942,0,840
47.4481804,2560,1220,-122.2875356,1942,0,1340
47.7707758,3340,0,-122.3701615,1973,1600,1740
47.5512552,1570,0,-122.3858733,1917,500,1070
47.6735913,1320,0,-122.1493603,1969,0,1320
47.7020919,2520,890,-122.1133885,1979,0,1630
47.494853,2470,1180,-122.2980351,2018,170,1120
47.5472081,710,0,-122.3841281,1943,0,710
47.6582017,2070,0,-122.2778959,1933,180,1120
47.3294394,1110,0,-122.3358429,1961,0,1110
47.6786771,1370,460,-122.3753483,2017,450,460
47.6786084,1660,0,-122.354607,1920,0,870
47.62837,1590,0,-122.2991777,1953,0,1590
47.366972,1340,0,-122.1491728,1967,0,1340
47.5717428,1810,0,-122.1607688,1964,200,1610
47.7728825,1450,0,-122.3525842,1956,0,1450
47.3401384,1550,0,-122.30569,1968,0,1550
47.5873522,2830,0,-122.1119622,1976,1240,1590
47.4985396,3540,0,-122.3494963,1936,1130,1560
47.5527212,2760,0,-122.2278674,1972,690,2070
47.6141509,2730,0,-122.1112661,1969,1280,1450
47.6907647,1020,0,-122.3916366,1947,0,1020
47.6403644,3200,1510,-122.1691017,1973,0,1690
47.3331098,2800,0,-122.326366,1966,1400,1400
47.4358925,1240,0,-122.1664618,1975,0,1240
47.4304921,1620,0,-122.3321688,1955,330,1290
47.5699273,1660,570,-122.3597842,2018,520,570
47.473033,3100,1730,-122.1266,2019,0,1370
47.5588732,1540,520,-122.3632687,2016,0,520
47.466343,1950,0,-122.1728079,1979,410,1540
47.5002647,1970,0,-122.2570898,1967,710,1260
47.5929653,3610,1500,-122.1785638,1975,690,1420
47.7391003,1320,0,-122.3187677,1955,0,1320
47.7036838,2270,0,-122.3354513,1957,1060,1210
47.6655345,1660,580,-122.3688641,2019,0,580
47.6743877,1450,500,-122.3650729,2019,450,500
47.7154834,1010,0,-122.2107609,1972,0,1010
47.495766,1640,1030,-122.2988179,2018,0,610
47.5924547,1640,570,-122.3021342,2015,460,610
47.5957991,1580,590,-122.2985243,2017,400,590
47.3048992,820,0,-122.223771,1923,100,720
47.6268551,2550,0,-122.1959682,1967,1210,1340
47.6564776,1080,0,-122.3270434,1925,0,1080
47.3070165,990,0,-122.3673617,1966,0,990
47.3126074,2796,1651,-122.2757053,2016,0,1145
47.6459207,1620,0,-122.402012,1942,810,810
47.6195871,1480,540,-122.300899,2015,0,540
47.7267709,2180,0,-122.1200803,1981,720,1460
47.5738847,1310,0,-122.3115857,1920,0,990
47.4254027,2540,1180,-122.3323461,1952,0,1360
47.4900334,930,0,-122.1888073,1942,0,930
47.6264253,840,420,-122.32402,2018,0,420
47.6333409,1930,0,-122.3647987,1926,0,1100
47.565965,1340,430,-122.3659722,2018,430,480
47.7734737,1790,0,-122.3376248,1955,0,1790
47.3063219,2400,0,-122.3804723,1978,1030,1370
47.7512669,2650,1180,-122.2876045,1972,0,1470
47.7380919,2680,1530,-122.2431053,2017,0,1150
47.6235118,1560,760,-122.2927377,1984,0,800
47.6581868,1440,510,-122.3496572,2016,0,490
47.3976797,2760,0,-122.3116729,1978,1000,1760
47.4586853,1320,0,-122.2858789,1959,0,1320
47.3221579,2490,0,-122.3872151,1978,870,1620
47.5423221,1940,0,-122.1865022,1966,670,1270
47.6817126,2850,530,-122.2962991,1952,730,1590
47.7257607,1730,0,-122.3330455,1954,0,1590
47.4809439,1980,0,-122.3546312,1960,560,1420
47.7453295,4420,2050,-122.2068206,2018,0,1150
47.5794714,2710,0,-122.3777404,1931,690,1200
47.3957537,1480,0,-122.3112925,1955,0,1480
47.6021315,1380,460,-122.3060868,2015,0,460
47.7534256,1480,0,-122.3314765,1960,0,1480
47.6318889,1700,0,-122.1274258,1957,0,1700
47.6757131,1710,570,-122.3833899,2017,0,570
47.6841579,1570,0,-122.2945121,1946,270,1300
47.4864252,2120,0,-122.3522848,1958,1060,1060
47.698942,1150,0,-122.1935394,1973,0,1150
47.6771839,4130,1150,-122.2920476,2016,1150,1110
47.6769028,4220,1150,-122.2919876,2016,1150,1110
47.73623,1190,0,-122.248083,1950,0,1190
47.4509542,1410,0,-122.2677393,1960,0,1010
47.378735,2340,0,-122.2838805,1961,1170,1170
47.5812217,1550,620,-122.4027639,2012,310,620
47.4764131,2880,1630,-122.1230727,2016,0,1250
47.6371049,2460,0,-122.1673509,1966,0,2460
47.6852844,1350,0,-122.3045673,1953,420,930
47.3551289,860,0,-122.181771,1962,0,860
47.5961502,1270,480,-122.299043,2015,0,400
47.657294,1460,510,-122.3617999,2017,440,510
47.5884005,3700,0,-122.1684377,1968,920,2780
47.2846663,1090,0,-122.2083026,1959,0,1090
47.5517214,1180,430,-122.3642644,2018,320,430
47.5352967,1540,0,-122.2247186,1969,0,1540
47.6827356,1330,0,-122.3574034,1916,0,1020
47.7680237,1780,0,-122.33434,1954,0,1780
47.6137762,3400,0,-122.1676803,1974,1450,1950
47.6556835,1480,0,-122.4019576,1944,0,1480
47.7084854,2070,0,-122.1996255,1977,640,1430
47.5284389,1700,0,-122.2868972,1960,500,1200
47.6207938,1800,780,-122.1414345,1964,0,1020
47.6736537,1950,780,-122.3679628,2018,390,780
47.5237849,2800,0,-122.3863593,1952,1310,1490
47.4136423,1610,0,-122.3233849,1959,600,1010
47.5936367,1340,560,-122.2963457,2017,220,560
47.6908312,1440,640,-122.3052882,2019,260,540
47.6985711,1800,0,-122.1202712,1978,440,1360
47.6840346,1290,430,-122.3764409,2018,430,430
47.7292441,990,0,-122.2013245,1967,0,990
47.5373421,1680,0,-122.1771837,1968,540,1140
47.285655,1360,680,-122.189087,1978,0,680
47.5517243,2000,0,-122.2632861,1929,800,860
47.6829481,1020,0,-122.3991706,1917,0,1020
47.3782208,2850,1300,-122.1603704,1977,0,1140
47.573057,2130,0,-122.1463342,1954,1000,1130
47.533605,700,0,-122.2905427,1902,0,700
47.3711153,1190,0,-122.3173674,1968,0,1190
47.678847,2010,690,-122.37545,2016,0,600
47.5865005,2920,0,-122.3130927,1916,1120,1120
47.6088979,1220,380,-122.297304,2017,300,540
47.3736134,1850,0,-122.1483131,1978,570,1280
47.5415318,790,0,-122.3505758,1940,0,790
47.5789931,2720,0,-122.2367361,1960,1300,1420
47.727972,1250,0,-122.1978607,1969,0,1250
47.5130658,2270,900,-122.3599545,2017,550,820
47.4487877,3185,1352,-122.1774736,2018,548,1285
47.7155226,1440,470,-122.359228,1925,0,970
47.5565663,1480,580,-122.363243,2017,320,580
47.4189684,1430,0,-122.1832102,1980,0,1430
47.7377197,2320,760,-122.2411485,1955,0,1560
47.6214047,3420,0,-122.1495954,1979,0,1420
47.5656789,1820,410,-122.3144178,1946,310,1100
47.7266505,2400,0,-122.2154756,1975,750,1650
47.3928375,1970,0,-122.1891176,1976,580,1390
47.5568511,1630,490,-122.3632128,2019,590,550
47.4084417,2170,0,-122.1724913,1979,800,1370
47.7225743,1980,0,-122.3062519,1968,680,1300
47.6994009,3730,1980,-122.1627402,2018,0,1750
47.7288135,1280,0,-122.1938076,1975,0,1280
47.4770544,1150,0,-122.3362317,1959,0,1150
47.4312728,2536,1485,-122.1760025,2017,0,1051
47.5278603,890,0,-122.317078,1941,0,890
47.585471,3120,0,-122.2413158,1955,1410,1710
47.457236,1670,0,-122.2740789,1984,0,1670
47.6907489,1280,360,-122.3801845,2017,450,470
47.3954398,1090,0,-122.1953479,1962,0,1090
47.767806,1210,0,-122.2257943,1968,0,1210
47.502405,2690,1110,-122.1495915,2016,480,1100
47.7696717,1520,0,-122.2902267,1967,0,1520
47.6165888,1010,0,-122.2944765,1957,0,1010
47.4878029,1310,610,-122.1620949,2016,110,590
47.4436738,2780,0,-122.1333095,1978,1150,1630
47.651305,1520,590,-122.3849811,2015,0,590
47.5474128,1440,0,-122.2928558,1953,400,1040
47.6973589,1510,0,-122.2990272,1955,360,1150
47.6549664,3600,0,-122.1616527,1980,0,3600
47.635426,2190,650,-122.3713739,2017,660,880
47.7267858,1770,0,-122.1682588,1985,330,1440
47.7103971,3090,1790,-122.2159936,2018,0,1300
47.4955321,3720,1580,-122.1449725,2016,870,1270
47.3063611,1560,0,-122.374556,1970,0,1560
47.5837974,2780,0,-122.2947744,1927,540,1480
47.581822,1900,0,-122.1174919,1972,0,1900
47.508939,1370,0,-122.358154,1937,0,1140
47.6008401,1360,460,-122.3063588,2019,440,460
47.5041269,3040,0,-122.3148712,1964,1520,1520
47.6898978,1640,0,-122.287185,1950,0,1640
47.3917282,2030,0,-122.3016135,1955,830,1200
47.5933453,1710,570,-122.3079332,2016,0,570
47.5574968,2340,0,-122.1765166,1972,760,1580
47.6645784,1310,350,-122.366914,2017,470,490
47.7525589,1530,560,-122.3413129,1955,0,970
47.62763,1840,0,-122.1190258,1965,0,1840
47.3068054,1390,0,-122.208393,1946,0,960
47.4930074,3020,1770,-122.1419631,2018,0,1250
47.565965,1680,530,-122.3659715,2018,560,590
47.693108,1970,680,-122.3405717,1995,510,780
47.4700717,2340,0,-122.1662834,1957,0,2340
47.6993824,5040,2170,-122.1619362,2018,1050,1820
47.6799124,1750,0,-122.3141402,1924,910,840
47.4555245,1210,0,-122.1843337,1963,0,1210
47.7245879,1710,0,-122.1700772,1978,350,1360
47.537015,1650,0,-122.3735767,1927,570,1080
47.6370643,2410,0,-122.3008274,1929,400,1080
47.4361968,2487,1462,-122.1573894,2019,0,1025
47.5650015,1670,680,-122.3697852,2016,370,620
47.7547174,1620,0,-122.3395379,1980,490,1130
47.465631,2620,0,-122.3622878,1918,1090,1090
47.5658224,1440,410,-122.3723157,2018,330,410
47.6954429,1630,0,-122.2936376,1926,340,910
47.6985365,3560,0,-122.2823284,1966,1400,2160
47.3233532,1710,0,-122.1759445,1956,0,1710
47.7115388,1300,0,-122.2850197,1957,0,1300
47.5649927,1590,670,-122.3651099,2017,300,620
47.729958,1940,0,-122.2026371,1975,600,1340
47.7336112,830,0,-122.2986998,1949,240,590
47.7645212,1420,0,-122.299231,1954,0,1420
47.6406716,2260,830,-122.3210536,1909,0,1030
47.7424172,1680,720,-122.331538,1963,0,960
47.7679413,1160,480,-122.3152723,2006,270,410
47.4398193,3300,320,-122.3476408,1983,840,2140
47.4361968,2525,1515,-122.1573894,2019,0,1010
47.6820039,2530,960,-122.2682634,1950,0,1570
47.271471,2460,0,-122.214627,1963,1050,1410
47.5572876,2900,0,-122.2261117,1961,1450,1450
47.2656797,1440,0,-122.1189189,1940,0,1010
47.7643685,2410,1200,-122.2204753,1962,0,1210
47.6560324,1550,0,-122.3281846,1916,0,860
47.472101,3210,1700,-122.126041,2018,0,1510
47.6860691,1130,0,-122.1203229,1964,0,870
47.5957963,1550,530,-122.2995946,2016,510,510
47.5964044,1540,610,-122.3092253,2016,340,590
47.7057285,1230,0,-122.2811344,1952,240,990
47.4971299,2670,1600,-122.1734109,2019,0,1070
47.7253902,3530,0,-122.2859178,1953,840,2690
47.2860415,1450,0,-122.1212662,1978,0,920
47.4826725,1590,0,-122.1065981,1959,0,1590
47.4406934,1530,0,-122.3404064,1954,0,1530
47.3142036,2000,0,-122.3216293,1966,700,1300
47.5584703,1520,0,-122.3152749,1949,500,1020
47.3624964,2140,0,-122.3238419,1950,1070,1070
47.6592775,760,0,-122.3536291,1900,0,760
47.4732307,1500,0,-122.3441583,1953,0,1500
47.6979236,1550,0,-122.335487,1949,0,1200
47.3424241,3620,0,-122.3303147,1980,1660,1960
47.7379924,3750,1060,-122.137165,1987,0,2690
47.5346669,1610,340,-122.3452647,1942,0,1270
47.4950665,2780,1680,-122.1735666,2017,0,1100
47.4869952,1360,630,-122.1611736,2016,150,580
47.7379157,3270,0,-122.1269913,1994,0,3270
47.3435807,1320,0,-122.2990885,1961,0,1320
47.47655,2880,0,-122.3356647,1962,1440,1440
47.4368195,2525,1515,-122.1555014,2018,0,1010
47.5733595,1700,0,-122.1362536,1954,850,850
47.6867154,940,0,-122.37352,1942,0,940
47.6355595,1760,0,-122.3549329,1907,880,880
47.4985833,2280,0,-122.3004947,1940,1140,1140
47.4900468,1220,0,-122.351806,1954,270,950
47.5925415,920,0,-122.2936529,1909,0,920
47.4937663,3150,1710,-122.1226013,2016,0,1440
47.2632351,1930,0,-122.3024134,1983,380,1550
47.4608506,1670,0,-122.3568728,1951,0,1670
47.3405621,1300,0,-122.0916299,1961,0,1300
47.62673,1900,910,-122.1231362,1966,0,990
47.317081,1240,620,-122.179222,1969,0,620
47.5316673,1100,0,-122.3513697,1968,0,1100
47.4354439,1330,0,-122.335743,1955,0,1330
47.7448736,1210,0,-122.3017892,1948,0,1210
47.7560533,1980,860,-122.3116801,2019,330,790
47.754344,2880,0,-122.3016988,1962,1200,1680
47.761532,1720,720,-122.241147,2016,280,720
47.7205399,1840,0,-122.3384488,1958,600,1240
47.7228663,2630,0,-122.3189513,1963,1040,1590
47.7430758,1780,0,-122.3267221,1953,100,1680
47.6261636,2590,750,-122.2999525,1905,920,920
47.5863159,1810,0,-122.1925511,1954,670,1140
47.4827896,2180,0,-122.1172706,1968,1000,1180
47.492383,1320,0,-122.3461611,1955,340,980
47.44676,1760,0,-122.354509,1951,550,1210
47.5146515,1670,810,-122.3842817,1925,0,860
47.6809015,1300,0,-122.3619674,1945,0,830
47.6378182,3020,1520,-122.1837865,1974,0,1500
47.4361968,2487,1462,-122.1573894,2019,0,1025
47.3331449,1740,0,-122.2876198,1979,470,1270
47.684698,1090,0,-122.1751761,1939,0,1090
47.508785,2120,1320,-122.3388829,2017,0,800
47.5164107,2440,1030,-122.3481075,2016,520,890
47.2903358,3200,0,-122.1156861,1980,1570,1630
47.6527244,1350,0,-122.3979294,1944,500,850
47.7639797,870,0,-122.2046118,1930,0,870
47.657245,1440,480,-122.3610684,2019,0,610
47.7720063,1520,0,-122.2938609,1981,0,1520
47.3440696,1305,0,-122.2979419,1962,0,1305
47.4765062,3350,1750,-122.1220171,2016,0,1600
47.3673053,1600,0,-122.3083854,1962,500,1100
47.327489,2784,582,-122.16659,2018,0,2202
47.5485314,2110,0,-122.3039675,1964,910,1200
47.7285169,1220,580,-122.350696,1979,0,640
47.6940993,3020,1630,-122.2917341,2015,0,1390
47.6641763,1030,0,-122.1981844,1958,0,1030
47.4567948,920,0,-122.4435549,1994,0,580
47.556957,1230,410,-122.381915,2018,0,410
47.5951724,1790,620,-122.3000189,2018,0,610
47.5340797,1500,420,-122.2789336,2017,490,590
47.5309454,790,0,-122.3861268,1944,0,790
47.5464389,1000,0,-122.3807403,1931,100,900
47.7694199,3350,0,-122.34129,1996,1470,1880
47.380752,2550,1399,-122.213045,2018,0,1151
47.5052554,1360,0,-122.1929285,1957,0,1360
47.6748453,1920,0,-122.1673756,1928,0,1920
47.5698798,2330,1030,-122.1626249,1969,0,1300
47.5089026,2370,680,-122.3065934,2018,130,730
47.4056567,2020,1010,-122.3266691,1926,0,1010
47.4510291,3080,0,-122.3482264,1963,1390,1690
47.7373589,1310,0,-122.3088961,1939,0,820
47.7297105,1810,0,-122.3007377,1953,740,1070
47.5524576,2060,1030,-122.2684305,2019,0,1030
47.3032211,3430,0,-122.3877234,1963,1690,1740
47.5421368,2810,0,-122.1730569,1973,1200,1610
47.7430912,1780,0,-122.3332134,1961,0,1780
47.3140598,1900,0,-122.3422224,1979,490,1410
47.4211861,1596,516,-122.4345463,1966,0,1080
47.5550899,1220,0,-122.3957059,1950,0,1110
47.6055051,4150,1930,-122.1927135,2019,0,2220
47.70052,2060,0,-122.1708603,1977,720,1340
47.5766686,2000,0,-122.1600476,1958,850,1150
47.705812,1300,650,-122.345663,1968,0,650
47.5927662,1340,450,-122.3023032,2017,0,440
47.6011092,1600,0,-122.1541969,1968,0,1600
47.3631752,1490,0,-122.1978378,1962,0,1490
47.766351,1570,0,-122.3111523,1977,770,800
47.6692389,1750,0,-122.155335,1966,0,1750
47.6367355,1230,0,-122.1234142,1959,0,1230
47.4210306,2310,0,-122.2032599,1964,1000,1310
47.4531399,2050,700,-122.2017253,1957,0,1350
47.4530394,1720,0,-122.2872786,1943,0,1720
47.562738,4060,2140,-122.2265764,1974,0,1920
47.7442076,1400,0,-122.2969844,1952,0,1400
47.7649001,2570,0,-122.3382571,1957,810,1760
47.4825814,2030,0,-122.1101631,1966,850,1180
47.5521609,950,360,-122.3132391,2018,0,360
47.7687343,3020,0,-122.2615249,1976,1400,1620
47.5250106,3330,0,-122.2047342,1999,1510,1820
47.6195349,1240,0,-122.117019,1959,0,1240
47.4459948,1090,0,-122.2875673,1956,0,1090
47.4772642,900,0,-122.1733395,1944,0,900
47.7348327,2930,0,-122.1828047,1975,1080,1850
47.6999425,2560,0,-122.385795,1960,1010,1550
47.643373,1800,0,-122.3945167,1940,540,1260
47.5022252,2040,0,-122.1672021,1963,1010,1030
47.2945704,2120,0,-122.1904568,1974,670,1450
47.4955718,2740,1110,-122.1453909,2016,540,1090
47.734446,1530,680,-122.290291,2016,240,610
47.3796973,2300,0,-122.2231157,1960,490,1810
47.4933795,1160,0,-122.2347136,1944,0,890
47.7554065,1190,0,-122.3077341,1952,0,1190
47.7222174,1090,0,-122.1807948,1968,0,1090
47.5107999,1000,0,-122.1718359,1961,0,1000
47.5427612,2070,0,-122.2109794,1949,0,2070
47.5066485,1240,0,-122.3803935,1952,0,1240
47.3108374,3950,1120,-122.2557501,1978,1320,1510
47.6126824,1370,450,-122.3114328,2017,470,450
47.6691237,1540,510,-122.3543875,2015,510,520
47.5893321,1570,0,-122.1490806,1962,0,1570
47.768452,1680,0,-122.3866463,1925,300,1080
47.6852594,1750,0,-122.3646294,1953,550,1200
47.7117708,910,0,-122.3505197,1948,0,910
47.6780587,1430,490,-122.37377,2016,450,490
47.425299,1600,0,-122.1868871,1955,0,1600
47.5087431,1760,0,-122.262733,1947,200,1560
47.459406,1650,0,-122.168942,1979,490,1160
47.5468728,1550,0,-122.1767515,1967,0,1550
47.700981,2230,0,-122.311033,1947,620,1390
47.4839837,1700,0,-122.2940497,1946,0,1700
47.6983776,1390,0,-122.3827424,1937,230,750
47.6722718,2280,0,-122.2587343,1947,1000,1280
47.7398334,2460,0,-122.2465749,1964,620,1840
47.5289892,620,0,-122.3755868,1941,0,620
47.4176774,1634,0,-122.3152847,1955,0,1634
47.5625938,1740,0,-122.1242076,1980,0,1740
47.4938637,790,0,-122.2347327,1944,0,790
47.6038972,1350,520,-122.3033906,2016,310,520
47.5024165,3560,1430,-122.1498272,2016,1000,1130
47.6735304,2000,0,-122.2888207,1938,0,1250
47.6391723,1530,0,-122.3607418,1930,550,550
47.5685168,1700,0,-122.1410481,1954,850,850
47.325576,1980,0,-122.2147379,1959,0,1980
47.5419216,2100,0,-122.1755156,1966,750,1350
47.2770233,1260,0,-122.2070992,1968,0,1260
47.3304959,2030,0,-122.2976525,1964,460,1570
47.4363779,2250,0,-122.2811255,1976,1090,1160
47.5446224,1240,430,-122.3747131,2018,360,450
47.4989404,3600,0,-122.3712394,1964,1500,2100
47.765413,1350,0,-122.30609,1946,0,1020
47.676429,1230,420,-122.2913603,2018,390,420
47.4394244,1440,0,-122.1813003,1949,310,1130
47.7720446,1450,0,-122.2665977,1981,360,1090
47.5658578,1500,570,-122.3695786,2016,360,570
47.7757655,1110,0,-122.296106,1955,0,1110
47.7228685,2070,0,-122.2215194,1974,840,1230
47.5442844,1280,0,-122.3917243,1968,0,1280
47.6168568,1830,630,-122.2971853,2016,570,630
47.7552074,2040,0,-122.353615,1976,860,1180
47.4890377,2730,0,-122.2269305,1956,190,2540
47.625737,1480,510,-122.319477,2017,460,510
47.4846102,1490,0,-122.153292,1968,0,1490
47.570236,2010,1040,-122.3597979,2018,0,970
47.6764411,3270,1710,-122.1660607,2018,0,1560
47.4856734,3690,1860,-122.144174,2015,0,1830
47.6017841,1700,500,-122.2970321,2017,560,640
47.5198262,2820,0,-122.2735303,1954,1410,1410
47.6197037,1910,0,-122.1014286,1968,0,1910
47.2966496,1020,0,-122.2729634,1961,0,1020
47.5316699,1640,0,-122.385864,1926,260,840
47.6976275,2290,1100,-122.1694274,1977,0,1190
47.7325683,3170,0,-122.3695852,1961,1410,1760
47.5817396,1450,490,-122.3151066,2017,480,480
47.6900056,3350,1890,-122.1684096,2019,0,1460
47.6166677,1380,430,-122.3057627,2018,90,430
47.5817393,1450,490,-122.3150395,2017,480,480
47.7287536,1100,0,-122.1830532,1968,0,1100
47.5746541,3200,1700,-122.1435516,2016,0,1500
47.7618398,2560,1490,-122.3505853,2019,0,1070
47.7104034,2980,1760,-122.2159903,2018,0,1220
47.5307484,1290,0,-122.3907095,1952,0,1290
47.7354271,2230,930,-122.1398182,1978,0,1300
47.389512,1623,1032,-122.253766,2009,0,591
47.4577504,3660,1390,-122.3684511,1998,560,1710
47.5682063,2600,0,-122.161693,1961,1200,1400
47.4298811,1870,0,-122.1595364,1962,0,1870
47.3162406,1700,0,-122.3276197,1967,0,1700
47.5968013,1080,440,-122.3091428,2018,200,440
47.2936283,1860,0,-122.3097316,1959,0,1860
47.5178295,1940,0,-122.1549787,1953,500,1440
47.6728648,1320,410,-122.380551,2019,0,440
47.5725144,3360,0,-122.2327508,1968,1680,1680
47.775894,2960,0,-122.2473378,1948,1280,1680
47.2920269,1968,917,-122.2865997,1988,0,1051
47.7420826,2280,1010,-122.1279884,1969,0,1270
47.704214,1300,0,-122.3389634,1940,410,890
47.3963729,1780,360,-122.464653,1974,710,710
47.7156623,1820,0,-122.1662841,1974,440,1380
47.5094833,2960,1590,-122.1656711,2017,0,1370
47.5167566,860,0,-122.2034848,1950,0,860
