Latitude,SqFtTotLiving,SqFt2ndFloor,Longitude,YrBuilt,SqFtFinBasement,SqFt1stFloor
47.6335806,2060,0,-122.3109319,1907,760,770
47.5643294,2270,980,-122.2179514,1967,0,1290
47.3409366,2100,0,-122.2605633,1964,870,1230
47.7295846,2570,0,-122.3639331,1952,900,1670
47.6822316,2270,0,-122.2853934,1963,810,1460
47.4833086,920,0,-122.2094301,1922,0,920
47.4954073,3770,1610,-122.1449624,2016,860,1300
47.732051,1470,0,-122.2301063,1967,380,1090
47.3522138,2992,1431,-122.1369588,2018,0,1561
47.7023586,2020,0,-122.3456714,1977,840,1180
47.6976684,2060,0,-122.1688865,1977,560,1500
47.7425543,1540,0,-122.0954722,1975,0,1540
47.7375309,2030,0,-122.3498354,1948,0,2030
47.517544,1210,0,-122.2659877,1957,0,1210
47.3835429,2290,670,-122.406956,1913,0,1620
47.6920385,1310,670,-122.3053904,2019,0,640
47.7023314,1670,0,-122.2982121,1950,0,1670
47.7263883,1850,0,-122.3619602,1939,0,1070
47.3563627,1280,0,-122.1771577,1958,0,1280
47.6291792,2540,1200,-122.3109027,1917,0,1140
47.4553756,2320,0,-122.3374246,1966,870,1450
47.6120554,1520,510,-122.3111703,2016,0,500
47.6362107,1750,0,-122.1992909,1954,0,1750
47.7510636,1390,0,-122.3366573,1969,0,1390
47.5076457,1920,0,-122.3837274,1957,840,1080
47.588811,1060,0,-122.1293004,1965,0,1060
47.6905615,2280,580,-122.1644995,1952,0,1700
47.4800592,2070,0,-122.355946,1966,730,1340
47.5933774,1610,570,-122.3078119,2016,0,470
47.652094,1600,400,-122.345036,2015,400,400
47.7055006,2330,0,-122.2791352,1947,0,2330
47.6761857,1820,840,-122.3089601,1917,0,980
47.5164586,2230,1380,-122.3461793,2016,0,850
47.501146,960,0,-122.2643358,1954,0,960
47.431435,3185,1352,-122.178163,2018,548,1285
47.5959156,1700,490,-122.3016316,2018,520,690
47.3840714,1670,0,-122.4392434,1936,0,1370
47.3015255,1570,0,-122.2895267,1960,0,1570
47.502309,870,0,-122.235741,1952,0,870
47.5045809,3630,2070,-122.1475471,2016,0,1560
47.5094489,2360,0,-122.2419948,1955,1000,1360
47.5999935,1100,380,-122.3063704,2017,340,380
47.374177,2030,870,-122.2850982,1978,0,1160
47.6438509,2940,0,-122.2179147,1965,750,2190
47.6440541,2060,0,-122.3926369,1935,350,1110
47.5641406,1210,0,-122.1398809,1955,0,1210
47.4603047,1480,0,-122.3568437,1951,0,1480
47.509511,2960,1590,-122.1660056,2017,0,1370
47.6779815,1510,480,-122.3763594,2016,80,470
47.6841538,1370,460,-122.3764414,2018,450,460
47.7376632,1800,0,-122.3330049,1951,440,1360
47.7173192,1500,0,-122.3617192,1941,0,1500
47.3206303,3640,1360,-122.377902,1976,1140,1140
47.5518878,930,0,-122.3059349,1949,0,930
47.7588544,1480,0,-122.362204,1963,120,1360
47.4361968,3432,1505,-122.1573894,2019,909,1018
47.7346361,1530,680,-122.2902397,2016,240,610
47.598727,1180,490,-122.3120129,2017,200,490
47.3199009,1470,0,-122.0981735,1967,0,1470
47.59631,1670,640,-122.2975318,2017,390,640
47.3872012,2470,0,-122.2199344,1985,880,1590
47.453543,1550,0,-122.3306826,1956,0,1550
47.6405165,2010,0,-122.3893165,1953,590,1420
47.675888,1170,460,-122.3545261,2018,250,460
47.6276774,2420,1090,-122.3050781,1906,240,1090
47.3871374,1960,0,-122.3267413,1950,480,1480
47.5262884,1210,430,-122.3221205,2015,0,400
47.5496601,1390,0,-122.2988892,1918,0,1390
47.6010955,1420,570,-122.297465,2019,390,460
47.6631982,2310,970,-122.1465987,1979,0,1340
47.601526,1080,400,-122.2991873,2019,280,400
47.71714,1180,0,-122.192761,1972,0,1180
47.565682,1930,0,-122.1511982,1967,0,1930
47.489323,1460,0,-122.322889,1959,380,1080
47.6214932,2460,0,-122.1381051,1964,1210,1250
47.5949109,1570,630,-122.3014715,2017,310,630
47.692109,1450,650,-122.3046875,2019,260,540
47.4319462,1580,0,-122.3263393,1965,550,1030
47.6882666,2260,0,-122.1576023,1969,0,2260
47.573234,2580,1050,-122.2829802,1928,300,1230
47.3872082,1330,0,-122.1216023,1944,0,1100
47.5733218,1590,0,-122.3142217,1930,0,1060
47.4534861,1540,0,-122.1830844,1964,0,1540
47.5146097,1500,840,-122.343837,2018,0,660
47.7056217,1800,740,-122.2817424,1984,0,1060
47.5555658,1780,780,-122.2809223,2017,220,780
47.4533137,2590,1170,-122.340714,1967,0,1420
47.5776524,1220,0,-122.3911004,1919,200,1020
47.6796913,1330,550,-122.3737718,2015,0,460
47.4776565,3580,2090,-122.1313463,2019,0,1490
47.551613,3090,0,-122.1912685,1974,890,2200
47.3525828,2612,1460,-122.136224,2018,0,1152
47.341584,1480,0,-122.3058312,1965,0,1480
47.6936303,2400,1170,-122.2912531,1946,0,1230
47.471595,2600,0,-122.328894,1963,1300,1300
47.5644393,2280,0,-122.1461612,1969,770,1510
47.6535974,4320,2120,-122.1610721,1979,0,2200
47.3746822,1100,0,-122.306218,1969,0,1100
47.7440865,3000,1770,-122.2299515,2017,0,1230
47.4768039,3040,1690,-122.12305,2016,0,1350
47.6915495,1630,780,-122.3052914,2019,280,570
47.5113131,2860,1130,-122.163931,1934,0,1730
47.7336787,1580,0,-122.2453454,1959,0,1580
47.4787295,1780,800,-122.2260566,1953,0,980
47.5696581,1420,0,-122.3923929,1951,420,1000
47.761832,1360,630,-122.2431874,2016,100,630
47.3931844,1830,0,-122.1622027,1973,0,1830
47.66921,940,290,-122.371807,2019,290,360
47.636838,2040,980,-122.3504733,1906,0,1060
47.6584875,2010,690,-122.3635542,2019,0,600
47.670769,1200,0,-122.1798446,1971,0,1200
47.5393903,1070,0,-122.1771885,1960,0,1070
47.6580959,1240,0,-122.1315801,1969,0,1240
47.6733087,1800,0,-122.3689541,1916,0,1000
47.6899776,1360,500,-122.37491,2017,360,500
47.6663345,1140,380,-122.3017614,2018,380,380
47.4717086,1260,0,-122.3549372,1948,0,1260
47.386872,1410,0,-122.2263057,1955,160,1250
47.6194604,2700,0,-122.1112384,1963,1270,1430
47.5214595,2400,0,-122.2755293,1965,1020,1380
47.4115211,1520,0,-122.2117022,1967,0,1520
47.6358984,2050,870,-122.0940646,1976,0,1180
47.5974245,2100,830,-122.2984946,2008,440,830
47.4564568,1520,0,-122.1765996,1959,0,1520
47.6360053,1910,0,-122.1128878,1976,600,1310
47.4278002,1930,0,-122.3350233,1955,610,1320
47.6560905,1890,660,-122.3480772,2008,570,660
47.5565886,1240,0,-122.3136806,1911,0,890
47.7338757,1750,0,-122.3580928,1962,0,1750
47.4397275,2720,0,-122.3491489,1977,1000,1720
47.6677143,3470,1900,-122.169914,2016,0,1570
47.6849755,1720,0,-122.339975,1924,0,1010
47.3689889,2130,0,-122.3154968,1967,0,1110
47.582707,1310,0,-122.3914947,1920,0,940
47.4891828,1790,0,-122.3462519,1957,400,1390
47.5333506,2640,1320,-122.1704111,2017,0,1320
47.7638201,2880,1640,-122.2732238,2016,0,1240
47.6741988,1800,720,-122.3919414,2015,400,680
47.6808383,3050,0,-122.272627,1937,1100,1350
47.6665544,2240,0,-122.177035,1970,1060,1180
47.6061147,2170,1270,-122.2102718,1963,0,900
47.5484194,2350,0,-122.299164,1951,620,1730
47.6603834,970,0,-122.3588224,1903,0,970
47.5617835,1530,0,-122.2885431,1906,300,760
47.4887129,2130,0,-122.1901611,1943,900,1230
47.4562009,1790,0,-122.168029,1976,890,900
47.6899458,1420,510,-122.3752368,2017,400,510
47.6252343,3170,940,-122.0928904,1972,450,1780
47.6813064,3910,1570,-122.18776,2017,1200,1140
47.7213768,1800,0,-122.1830683,1966,0,1800
47.6435534,3610,1620,-122.4068425,1924,370,1620
47.7170889,3380,1990,-122.2292616,2019,0,1390
47.493327,3020,1770,-122.142155,2018,0,1250
47.6806493,3680,1220,-122.1908651,2017,1150,1310
47.476192,3620,1890,-122.1298944,2018,0,1730
47.4361968,2487,1462,-122.1573894,2019,0,1025
47.5126095,1470,0,-122.2614351,1944,0,1470
47.5115354,1800,0,-122.3318427,1950,370,1430
47.4562535,1910,0,-122.2074302,1968,680,1230
47.6840346,1370,460,-122.3764409,2018,450,460
47.7727028,1960,0,-122.2130545,1962,0,1960
47.3623611,1560,0,-122.1043269,1967,0,1560
47.6837142,1370,460,-122.3765747,2018,450,460
47.7441459,3000,1770,-122.2305737,2017,0,1230
47.6022408,1360,460,-122.3062349,2015,0,440
47.6828713,1540,0,-122.3910965,1922,0,890
47.6801644,1170,0,-122.3829631,1918,120,1050
47.565153,1420,450,-122.364694,2019,0,460
47.7619986,2070,0,-122.3022003,1957,1010,1060
47.7105562,2980,1760,-122.215867,2018,0,1220
47.5405253,1100,0,-122.2757611,1945,200,900
47.7298846,1460,0,-122.192715,1977,240,1220
47.5658224,1440,410,-122.3723157,2018,330,410
47.7091669,3320,1970,-122.2181916,2004,0,1350
47.4878614,1310,610,-122.1621298,2016,110,590
47.5881682,1950,0,-122.2488025,1958,580,1370
47.7665112,3080,1370,-122.2304686,2016,400,1310
47.5180305,3330,0,-122.1631956,1974,490,2420
47.5694894,3180,0,-122.2258865,1956,1590,1590
47.3339329,1250,0,-122.3036318,1962,0,1250
47.2965333,1230,0,-122.3655174,1968,0,1230
47.6643055,1130,0,-122.3204395,1909,0,1010
47.6190423,1170,390,-122.3158451,2010,390,390
47.5532944,1800,0,-122.3845977,1923,250,1160
47.5170383,2190,0,-122.2714015,1966,730,1460
47.6307521,2500,840,-122.3000723,1928,780,880
47.5386877,2330,0,-122.2409883,1947,420,1910
47.7049006,2010,0,-122.3786872,1941,650,1360
47.7622589,1400,0,-122.159022,1972,0,1400
47.6983268,2070,990,-122.3137713,1938,0,1080
47.532415,1600,0,-122.381612,1956,420,1180
47.6479924,1740,0,-122.3918431,1941,570,1170
47.7273465,1250,0,-122.3078526,1951,0,1250
47.7110972,2780,1650,-122.2161465,2018,0,1130
47.3253207,1560,720,-122.2755681,1986,0,840
47.75762,1660,0,-122.3338345,1960,0,1660
47.6786561,1710,600,-122.3742583,2015,510,600
47.7324608,2420,1130,-122.1899657,1994,0,1290
47.626287,1820,0,-122.1953239,1955,370,1450
47.665523,1460,510,-122.3689453,2019,0,510
47.4286296,2210,0,-122.2911762,1998,0,2210
47.4492367,1640,820,-122.1565146,1966,0,820
47.7075528,1580,0,-122.3000152,1954,530,880
47.284016,1840,0,-122.280845,1972,0,1840
47.6224535,1530,710,-122.3170451,1902,0,820
47.5881619,1470,0,-122.19339,1976,0,1470
47.4426937,1740,0,-122.1495097,1964,0,1740
47.6381683,2500,400,-122.2997766,1922,700,1400
47.284036,2330,1260,-122.1940981,1973,0,1070
47.2916363,1250,0,-122.3613518,1969,0,1250
47.5648617,1580,590,-122.3697876,2016,340,650
47.7106314,870,0,-122.3134962,1943,0,870
47.7364148,1330,0,-122.3503123,1949,260,1070
47.4970278,3200,1810,-122.1593907,2018,0,1390
47.550013,4530,0,-122.2293899,1970,1920,2610
47.4535354,3160,1930,-122.1516342,1967,0,1230
47.6576244,1060,0,-122.3572495,1949,0,1060
47.5901355,1090,450,-122.3150284,2017,190,450
47.6167179,1560,330,-122.3059513,2018,450,450
47.7438061,1540,0,-122.3254936,1948,0,1540
47.722378,1500,0,-122.1846,1965,0,1500
47.6298542,3280,1640,-122.2242477,1967,0,1640
47.5649274,2780,0,-122.2212209,1967,1390,1390
47.7410362,2040,800,-122.3250216,2019,360,880
47.6474699,1110,0,-122.3739477,1905,0,1110
47.5518833,2960,0,-122.2612509,1969,1000,1960
47.5051885,5250,1970,-122.1476505,2016,1390,1890
47.4388459,2010,0,-122.3519427,1966,500,1510
47.496949,2260,900,-122.2300969,2017,460,900
47.6195871,1480,540,-122.300899,2014,0,540
47.7612222,1620,0,-122.3774335,1954,240,1380
47.6811847,3260,1160,-122.1901984,2015,740,1360
47.6503622,1140,0,-122.3408779,1900,0,780
47.5281494,2070,0,-122.2856463,1958,880,1190
47.3188629,1510,0,-122.2704,1954,0,1510
47.4772388,3420,1780,-122.1241133,2015,0,1640
47.349417,1632,612,-122.474982,1920,0,852
47.5190114,1710,580,-122.377245,2017,560,570
47.516357,2420,990,-122.34867,2019,500,930
47.6842781,1660,580,-122.376442,2018,0,500
47.6285795,2810,940,-122.3634821,1922,740,1130
47.35219,3185,1480,-122.13753,2018,0,1705
47.5456993,1830,0,-122.3890058,1975,600,1230
47.56592,1440,410,-122.3721428,2018,330,410
47.744761,2560,0,-122.0935505,1977,0,2560
47.6801665,1410,580,-122.3529569,1926,0,830
47.7185099,1130,0,-122.2865843,1928,0,790
47.5659061,1230,480,-122.3694513,2015,0,400
47.5283117,400,0,-122.2607948,1946,0,400
47.6849906,1320,0,-122.2871136,1950,550,770
47.4955992,2190,1340,-122.2971512,2018,0,850
47.6862543,1535,511,-122.3771005,2018,0,511
47.7410362,2040,800,-122.3250216,2019,360,880
47.6633969,1880,0,-122.3491478,1909,940,940
47.3676728,1860,810,-122.4881487,1916,0,1050
47.3968833,1800,0,-122.3072339,1965,0,1800
47.4742377,1460,0,-122.2615363,1967,0,1460
47.6656189,1250,0,-122.3343778,1910,0,800
47.7288998,1940,0,-122.3587534,1953,0,1270
47.704181,1960,490,-122.2965531,1960,0,1470
47.6709139,1790,0,-122.29114,1910,0,960
47.691756,770,0,-122.2113707,1950,0,770
47.6691237,1540,510,-122.3543875,2015,510,520
47.6003093,1330,520,-122.3062035,2016,290,520
47.625392,1960,850,-122.3057961,1907,260,850
47.5032825,970,0,-122.2264559,1962,320,650
47.7309584,3060,0,-122.3299123,1959,1530,1530
47.6589755,1050,330,-122.3485102,2017,360,360
47.690901,1190,0,-122.3119204,1919,0,1190
47.6223313,1710,570,-122.3185217,2018,0,570
47.6943132,1400,470,-122.3779276,2016,0,500
47.5760686,1630,560,-122.4104563,2018,510,560
47.7513715,880,0,-122.3472258,1947,0,880
47.380674,2550,1399,-122.2142477,2018,0,1151
47.7681576,4320,1110,-122.1936764,2015,1160,2050
47.5062535,1280,0,-122.3443014,1968,320,960
47.5531328,1400,540,-122.2821863,2019,320,540
47.5550526,1580,0,-122.2791727,1910,820,760
47.417523,1470,0,-122.2044575,1967,0,1470
47.678733,1680,430,-122.3763633,2019,390,430
47.6659738,2270,0,-122.1690473,1967,1000,1270
47.7762277,1740,0,-122.3645897,1959,300,1440
47.4026299,1370,0,-122.289056,1963,0,1370
47.6965231,2680,0,-122.3899747,1952,1340,1340
47.3271736,2370,0,-122.3594793,1979,1030,1340
47.4237627,1200,0,-122.2899074,1968,0,1200
47.6925437,1570,0,-122.3007053,1956,420,1150
47.3746572,1770,310,-122.3058915,1969,0,1460
47.6980039,1530,510,-122.3481532,2018,510,510
47.2916768,1180,0,-122.2157883,1957,0,1180
47.6550193,3200,1200,-122.2810486,1925,400,1200
47.720701,1890,0,-122.1662033,1976,450,1440
47.5931018,2080,0,-122.1172166,1969,600,1480
47.660378,2180,0,-122.1903263,1976,770,1410
47.7600725,1410,650,-122.2541139,2018,120,640
47.7124004,2910,0,-122.2875962,1967,1150,1760
47.2908479,879,0,-122.2571093,1935,0,879
47.3364641,1980,0,-122.281674,1967,650,1330
47.4380299,3250,0,-122.2707926,1971,1370,1880
47.4997787,3310,1240,-122.2365477,2017,920,1150
47.6006516,1590,590,-122.3051293,2018,410,590
47.7096236,2330,0,-122.2883848,1970,870,1460
47.7159693,1850,690,-122.3555365,2018,470,690
47.6299812,3180,930,-122.1945945,1976,1000,1250
47.5564991,990,0,-122.3831199,1914,0,990
47.6697581,2080,560,-122.1793814,1949,0,1520
47.2135468,2810,0,-122.0995896,1977,900,1910
47.5062846,2690,0,-122.2364377,1966,1100,1590
47.6447556,1920,740,-122.3846657,2019,440,740
47.6232513,1620,0,-122.1037571,1967,460,1160
47.7351598,2390,0,-122.2420623,1962,1040,1350
47.6737036,1510,540,-122.3190208,2015,440,530
47.5437004,1350,510,-122.3210688,2019,0,330
47.2931151,2590,0,-122.2682831,1982,720,1870
47.6796866,1310,450,-122.3760039,2017,410,450
47.4305583,1510,0,-122.2910781,1954,0,1510
47.5266742,1610,0,-122.2850316,1970,500,1110
47.4060417,1750,0,-122.1892484,1981,460,1290
47.4877039,1340,610,-122.1620663,2016,110,620
47.6723225,2430,0,-122.2938903,1925,600,1030
47.7345737,1400,0,-122.3087052,2004,590,810
47.3218224,2650,0,-122.36402,1958,1110,1540
47.3072501,1300,0,-122.2150678,2003,0,1300
47.6535287,2230,0,-122.4025406,1961,700,1530
47.7618523,2700,0,-122.2548781,1961,1040,1660
47.3855582,2535,1283,-122.3046076,2019,0,1252
47.3863468,1540,0,-122.2124154,1976,500,1040
47.7039018,2220,0,-122.2824501,1961,420,1800
47.6236809,3100,1300,-122.1393136,1965,0,1800
47.3315344,1790,0,-122.3329807,1961,0,1790
47.5893891,2250,0,-122.1557255,1969,1000,1250
47.5594673,1840,0,-122.3095642,1967,720,1120
47.564748,2230,600,-122.2734931,1910,300,1330
47.3788628,1970,0,-122.2795497,1966,640,1330
47.7058788,3615,1115,-122.27984,2003,1245,1255
47.5035153,2610,0,-122.3674411,1978,1250,1360
47.4857469,3550,1770,-122.1435303,2016,0,1780
47.6336802,1780,840,-122.3057192,1926,0,940
47.6787888,1450,400,-122.376453,2019,340,400
47.5117391,980,0,-122.3576231,1954,0,980
47.4766492,2950,1700,-122.1220453,2016,0,1250
47.7110227,2780,1650,-122.2161509,2018,0,1130
47.7043436,1760,480,-122.3500433,2016,440,440
47.7004425,1150,0,-122.2911271,1941,310,840
47.3394469,1230,0,-122.2728736,1977,0,1230
47.4459068,1820,860,-122.2722586,1983,0,960
47.5999935,1100,380,-122.3063704,2017,340,380
47.341297,2400,0,-122.2905244,1978,520,1880
47.5713741,1750,0,-122.1082782,1979,140,1610
47.5130891,2270,900,-122.3599114,2017,550,820
47.7397135,3190,1700,-122.3506988,2018,0,1490
47.6210235,1600,0,-122.1151288,1963,460,1140
47.3333793,1400,0,-122.3007951,1967,0,1400
47.6547131,2150,720,-122.3323713,1923,400,1030
47.6790724,2100,0,-122.2855937,1926,210,1070
47.463847,2750,0,-122.3609057,1969,1100,1650
47.6972348,1290,0,-122.3361733,1942,0,1290
47.5605544,1670,0,-122.3017664,1947,600,1070
47.5779144,2100,0,-122.2933715,1911,160,990
47.6893046,1550,0,-122.3457945,1910,730,820
47.4433467,1410,0,-122.3411938,1956,0,1410
47.6353554,1860,0,-122.3540803,1913,0,1090
47.7120862,3270,1870,-122.2277424,2018,0,1400
47.5624928,3010,1440,-122.2295241,1968,0,1570
47.5167242,2160,1400,-122.3461817,2016,0,760
47.557189,1620,0,-122.2797299,1927,700,920
47.6645782,1310,350,-122.3667643,2017,470,490
47.4294551,2740,0,-122.2883513,1956,1300,1440
47.3451147,1170,0,-122.2518795,1950,0,1170
47.743076,1930,0,-122.3380297,1953,0,1660
47.6983903,1330,0,-122.2824219,1946,410,920
47.4863848,2000,0,-122.3567444,1954,730,1270
47.5000393,2240,0,-122.3058117,1940,700,900
47.2781079,1400,0,-122.2029676,1968,0,1400
47.6813744,2430,0,-122.2818551,1956,770,1660
47.3329362,1600,0,-122.2978778,1966,500,1100
47.5556119,1820,620,-122.2813096,2017,540,660
47.7001663,1100,0,-122.3066142,1948,0,1100
47.718278,2090,560,-122.3149876,1954,0,1530
47.3653597,1820,0,-122.3105219,1962,800,1020
47.7716738,1780,0,-122.2012806,1966,0,1780
47.6770413,1180,0,-122.371087,1928,510,670
47.6935569,1280,0,-122.3066102,1926,340,940
47.4868604,1360,630,-122.1609294,2016,150,580
47.5964044,1670,570,-122.3092253,2016,530,570
47.5925664,1850,0,-122.1566347,1967,560,1290
47.5440581,3100,1190,-122.2861602,2019,790,1120
47.5455813,1900,0,-122.1746033,1973,480,1420
47.4459331,2220,0,-122.285866,1965,460,1760
47.4358173,3432,1505,-122.1591821,2019,909,1018
47.4873825,1560,620,-122.1618718,2016,310,630
47.3744517,5040,0,-122.1539251,1969,2500,2540
47.6733274,1640,0,-122.1716762,1955,0,1640
47.4870042,1340,580,-122.1605245,2016,130,630
47.6396431,2500,970,-122.1024756,1974,0,1530
47.3116407,1770,0,-122.3908515,1978,480,1290
47.5453269,3240,0,-122.2614431,1927,750,1490
47.5062452,2070,1060,-122.4624747,1978,0,1010
47.6132128,760,0,-122.2951681,1944,0,760
47.5346579,2280,0,-122.3917643,1954,870,1410
47.6742615,1410,480,-122.3738524,2017,450,480
47.6672718,1480,470,-122.3672247,2019,0,480
47.6659886,3690,0,-122.142057,1975,0,2550
47.5330724,3140,1760,-122.1705881,2017,0,1380
47.6349478,1890,920,-122.3033249,1927,0,970
47.3130501,2010,0,-122.3715741,1966,0,2010
47.4936708,2480,1550,-122.1424243,2018,0,930
47.6674192,1690,490,-122.367103,2019,520,680
47.387877,780,0,-122.411865,1918,0,780
47.4371677,2487,1462,-122.1560533,2018,0,1025
47.6187554,940,0,-122.1188244,1959,0,940
47.6943204,1670,500,-122.377648,2016,590,580
47.7731324,2070,0,-122.3693638,1961,720,1350
47.6737907,1550,0,-122.2706802,1953,350,1200
47.3053126,1660,0,-122.2206954,1918,830,830
47.5565663,1480,580,-122.363243,2017,320,580
47.4885231,1030,0,-122.238896,1943,0,1030
47.6962286,1090,0,-122.3706482,1910,0,1090
47.4889124,910,0,-122.3026684,1947,0,910
47.6309364,1870,830,-122.3709352,1911,0,1040
47.657312,1880,0,-122.133633,1964,820,1060
47.5075945,2740,0,-122.385513,1956,1190,1550
47.6689724,2810,0,-122.3621762,1927,1100,1100
47.7189039,1760,0,-122.1932867,1979,410,1350
47.4370759,2487,1462,-122.1552405,2018,0,1025
47.5651486,2060,0,-122.3175944,1951,800,1260
47.7076071,1610,0,-122.2829286,1949,0,1610
47.6826296,1340,0,-122.118813,1968,0,1340
47.5726404,1800,0,-122.128207,1964,0,1800
47.5658513,1570,530,-122.3659706,2018,510,530
47.7174112,3320,2040,-122.228092,2019,0,1280
47.768535,1410,0,-122.3595614,1954,0,1410
47.3976186,1870,0,-122.298473,1961,620,1250
47.4361968,3322,1338,-122.1573894,2019,953,1031
47.7275215,1050,0,-122.358487,1948,0,910
47.6751034,3140,0,-122.2752357,1948,900,2240
47.6840346,1290,430,-122.3764409,2018,430,430
47.7472129,2150,780,-122.2397383,1937,0,1370
47.6641753,2070,0,-122.399239,1961,780,1290
47.475989,800,0,-122.173964,1944,0,800
47.5739977,2030,440,-122.2394355,1946,0,1590
47.6747211,1440,440,-122.3667254,2017,0,470
47.5321479,1060,0,-122.3247997,1943,300,760
47.3943218,1950,0,-122.1880509,1977,600,1350
47.495337,2470,1180,-122.297316,2018,170,1120
47.7356113,2980,1000,-122.2422634,1997,900,1080
47.4744825,720,0,-122.2729359,1947,0,720
47.5011044,1980,0,-122.1740419,1959,750,1230
47.675712,1610,550,-122.3743471,2017,0,510
47.548471,1160,400,-122.2875611,2018,0,360
47.7013782,1220,0,-122.2007346,1954,0,1220
47.50844,1490,0,-122.252679,1920,0,1490
47.6819071,830,0,-122.2023563,1937,0,830
47.6840946,1490,0,-122.3706473,1947,300,1190
47.4968742,2810,0,-122.3611372,1953,0,2020
47.436501,1210,0,-122.2837156,1968,0,1210
47.485616,1760,0,-122.3422125,1949,0,1760
47.6366796,2790,0,-122.1732855,1958,0,2790
47.6627959,1320,0,-122.3237177,1922,310,1010
47.759966,950,0,-122.3183082,1944,0,950
47.7443467,960,0,-122.3251397,1950,120,840
47.6904916,1380,470,-122.3651884,2018,0,440
47.66921,940,290,-122.371807,2019,290,360
47.687452,3200,1690,-122.3669651,2019,0,1510
47.625737,1520,510,-122.319477,2017,500,510
47.5692039,2640,820,-122.0911647,1978,670,1150
47.694153,1680,500,-122.3132979,1976,0,1180
47.5071348,1270,0,-122.163374,1968,0,1270
47.7440518,1630,0,-122.3362951,1953,0,1460
47.7132098,1420,410,-122.355257,2017,510,500
47.751543,1270,0,-122.3216429,1947,0,1270
47.5718714,1100,0,-122.3875688,1943,320,780
47.4513597,1570,0,-122.2694333,1948,0,1570
47.4953798,2790,1100,-122.145425,2016,450,1240
47.6758418,1380,460,-122.383524,2017,0,460
47.6273756,1690,0,-122.3445293,1902,280,1050
47.3274652,1880,0,-122.1386992,1969,940,940
47.6837142,1290,430,-122.3765747,2018,430,430
47.7318142,1660,0,-122.3042512,1944,830,830
47.5912791,2980,0,-122.1703008,1967,1160,1820
47.6382072,1650,560,-122.3057585,1926,360,730
47.3335981,2080,0,-122.3023975,1967,730,1350
47.6916906,1440,640,-122.3048351,2019,260,540
47.516358,2420,990,-122.348785,2019,500,930
47.4140626,2140,0,-122.1765729,1974,900,1240
47.5458698,2870,0,-122.2287235,1964,600,2270
47.401214,1580,0,-122.1045793,1954,0,1580
47.4870776,1380,640,-122.1614385,2016,150,590
47.677454,1220,0,-122.167932,1968,0,1220
47.5505825,2290,970,-122.2198421,1960,0,1320
47.5760686,1630,560,-122.4104563,2018,510,560
47.4358173,2487,1462,-122.1591821,2019,0,1025
47.4154392,820,0,-122.3160947,1959,0,820
47.66921,980,340,-122.371604,2019,280,360
47.6908578,1510,530,-122.3743812,2016,0,450
47.4979935,2290,1340,-122.1575324,2019,0,950
47.6129169,1750,590,-122.3060008,2017,200,570
47.6879314,1010,0,-122.36857,1929,0,720
47.6215943,2680,0,-122.1386021,1964,970,1710
47.687294,2350,0,-122.3973284,1948,800,1550
47.6869764,2300,1050,-122.2109362,1981,0,1250
47.5024106,3550,1430,-122.1510725,2016,990,1130
47.6196469,1480,540,-122.3009486,2015,0,540
47.7000558,1560,0,-122.3057087,1950,0,1560
47.5332327,1340,0,-122.3553666,1962,150,1190
47.4496503,860,0,-122.1722013,1959,0,860
47.4027126,840,0,-122.1914429,1959,0,840
47.6006851,1240,540,-122.3063242,2018,180,520
47.3864342,1770,0,-122.1092451,1940,0,1320
47.6040452,3190,820,-122.2918856,1924,1080,1290
47.6830531,700,0,-122.3639867,1911,0,700
47.4162774,1220,0,-122.3323398,1942,0,890
47.5127533,2300,0,-122.3592867,1917,960,960
47.6400811,1320,0,-122.3626054,1907,0,740
47.4095959,1810,800,-122.1893244,1984,0,1010
47.6844696,1090,0,-122.2955756,1940,130,960
47.5313239,3050,0,-122.2757004,1921,1280,1300
47.5695456,2180,0,-122.1620551,1969,0,2180
47.567658,900,0,-122.401452,1946,0,900
47.5649638,2200,0,-122.3838183,1958,1010,1190
47.5863408,1370,0,-122.2408637,1952,0,1230
47.6768419,2070,0,-122.3270194,1906,500,930
47.5816729,2970,1060,-122.188599,2016,0,1910
47.694653,910,0,-122.3670803,1929,140,770
47.4621549,980,0,-122.3588272,1923,0,980
47.5685187,670,180,-122.3603439,2018,230,260
47.4250985,1650,0,-122.1564435,1981,490,1160
47.5603874,820,0,-122.2762713,1952,0,820
47.5814073,3240,1680,-122.1887107,2016,0,1560
47.6849556,2910,1490,-122.3454655,2018,0,1100
47.7378378,2710,1550,-122.242412,2017,0,1160
47.6408813,3790,2110,-122.1592519,1976,0,2140
47.6244121,1620,0,-122.3195471,1908,0,980
47.6842576,3690,1270,-122.3645422,2019,1210,1210
47.4412968,990,0,-122.1919125,1959,0,990
47.57376,1030,0,-122.4124561,1918,0,1030
47.4487877,3146,1337,-122.1774736,2017,524,1285
47.4503934,2380,0,-122.1662925,1967,800,1580
47.5761694,760,0,-122.4156728,1948,0,760
47.569646,2740,0,-122.1607792,1972,1200,1540
47.4317691,3242,1384,-122.1762719,2019,840,1018
47.7163394,1520,0,-122.3211438,1949,0,1520
47.6998973,1760,0,-122.1714809,1977,550,1210
47.7246848,1840,0,-122.2243389,1966,0,1840
47.5314385,730,0,-122.3682713,1941,0,730
47.4317364,2070,0,-122.2756831,1959,520,1550
