SalePrice,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,BrickStone,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,YrBuilt,Longitude,Latitude
342000,990,0,0,0,990,0,0,0,0,0,80,0,0,0,3,0,0,1,1943,-122.2780575,47.4960508
397500,1300,0,0,0,1930,1300,630,670,0,1,0,0,0,0,3,1,1,1,1962,-122.3667977,47.5021373
624250,1370,0,0,0,2010,1320,640,650,0,1,100,0,380,0,4,1,1,1,1963,-122.361963,47.7590162
690000,1300,0,0,0,2170,1190,870,320,130,1,40,0,140,0,4,0,2,1,1976,-122.1676703,47.6956505
375000,1360,0,0,0,1540,960,180,0,0,0,0,0,70,100,2,0,0,1,1948,-122.3904599,47.5718076
889000,1160,0,0,0,1800,640,640,0,480,1,0,0,100,0,4,1,1,1,1971,-122.1420763,47.6646558
659995,1250,0,1630,0,2880,0,0,0,420,0,290,0,0,0,5,0,1,2,2016,-122.1219799,47.4771812
600000,1240,0,0,0,1840,1240,600,570,0,0,0,0,0,0,3,0,1,1,1958,-122.3293217,47.5012281
790000,1360,0,0,0,1850,750,490,260,240,1,0,0,0,0,4,1,1,1,1977,-122.1181394,47.6979955
749950,510,0,510,0,1420,400,400,0,0,1,20,0,410,0,3,0,1,1,2017,-122.3752371,47.689996
730000,1010,0,640,0,2540,890,890,0,580,1,0,0,120,0,4,1,0,1,1980,-122.3053606,47.7575485
667950,1010,0,1515,0,2525,0,0,0,400,0,167,0,0,0,4,1,0,2,2019,-122.1566841,47.4375567
645000,1260,0,0,0,1260,0,0,0,530,0,0,0,0,0,3,0,1,1,1967,-122.2235618,47.725829
680000,1480,0,0,0,2580,1140,1100,0,0,1,0,0,110,0,3,0,1,2,1957,-122.2405453,47.506147
420000,1410,0,0,0,1410,0,0,0,500,0,0,0,0,0,3,0,1,1,1961,-122.2831004,47.4377609
930000,1670,0,0,0,2660,1630,990,640,0,1,0,0,280,0,4,0,1,1,1971,-122.1168837,47.5821826
970000,1120,0,0,0,2120,1120,1000,0,0,0,0,0,120,100,3,0,0,1,1929,-122.3320572,47.6828421
422000,710,0,940,0,1650,0,0,0,300,0,40,0,0,0,3,1,0,2,2016,-122.2715325,47.4926812
520000,1630,0,0,0,1630,0,0,0,0,0,0,0,0,0,3,0,0,2,1948,-122.3101462,47.7523295
775000,1710,0,0,0,2410,1710,700,0,0,1,0,0,0,100,4,1,0,2,1940,-122.3266617,47.6947863
585000,1430,0,0,0,1990,1380,560,820,0,1,0,0,220,0,4,1,1,1,1963,-122.333306,47.7563267
715000,1340,0,0,0,2060,1250,720,530,0,1,100,0,220,0,4,1,1,1,1962,-122.1943124,47.6051321
445000,1290,0,0,0,1680,1290,390,240,0,0,0,0,0,0,3,0,0,1,1954,-122.3389335,47.744079
619999,550,0,550,550,1650,0,0,0,0,0,0,100,460,0,3,1,1,1,2015,-122.2984737,47.5921374
750000,1520,0,1830,0,3350,0,0,0,600,0,130,0,0,0,5,0,1,2,2015,-122.1439926,47.5032807
875000,1400,0,0,0,2460,1400,1060,340,0,1,0,0,150,0,5,1,2,0,1961,-122.2844794,47.6968337
519800,710,0,1170,0,1880,0,0,0,420,0,60,0,80,0,4,1,0,2,2018,-122.2975417,47.4955369
1260000,2290,0,0,0,3780,1490,1490,0,490,1,120,0,590,30,5,1,1,2,1947,-122.2401092,47.5824749
640000,990,0,0,0,990,990,0,440,0,0,0,0,0,0,2,0,0,1,1955,-122.386265,47.6527116
560000,1190,0,0,0,1720,1190,530,580,0,0,0,0,140,0,4,0,2,1,1967,-122.3501094,47.7569566
782092,480,0,490,360,1380,290,50,240,0,0,0,0,290,0,3,0,1,1,2017,-122.3542002,47.6940074
634900,1110,0,1750,0,2860,0,0,0,640,0,100,0,0,0,3,0,1,1,2016,-122.1510807,47.5020667
685000,650,0,650,0,1650,580,350,230,0,1,0,0,520,0,3,1,2,1,2016,-122.3763604,47.6785402
959572,1440,0,1660,0,3100,0,0,0,640,0,150,0,0,0,4,0,1,2,2017,-122.2277808,47.7663246
382000,1080,0,0,0,1580,1080,500,0,570,1,110,0,220,0,3,1,1,1,1966,-122.2984028,47.330217
385000,1370,0,0,0,1370,0,0,0,400,0,0,0,0,0,4,0,1,1,1977,-122.3322244,47.4882679
350000,1150,0,0,0,1150,0,0,0,0,0,90,0,0,0,2,0,0,1,1920,-122.2268346,47.496366
430000,1520,0,0,0,2660,1520,1140,0,620,1,0,0,200,0,3,0,2,1,1968,-122.2833505,47.3848237
1172034,1020,0,1000,0,2120,590,100,230,0,0,50,0,110,0,3,1,0,2,2000,-122.3405287,47.6528285
829950,480,0,490,360,1380,290,50,240,0,0,0,0,290,0,3,0,1,1,2017,-122.354201,47.6940777
435000,730,0,0,0,730,450,0,0,0,0,0,0,0,0,2,0,0,1,1942,-122.315722,47.5648404
900000,910,0,760,0,1770,340,100,0,0,0,0,0,100,0,4,1,0,1,1900,-122.2719725,47.5427853
467000,1130,0,0,0,1800,1100,670,0,0,1,0,0,120,0,5,1,1,1,1959,-122.3590778,47.7565014
550000,1300,0,0,0,2000,1300,700,520,0,1,0,0,210,0,3,1,1,1,1967,-122.2925717,47.6977163
297000,770,0,0,0,770,0,0,0,0,0,50,0,0,0,1,0,0,1,1934,-122.3806316,47.5152594
950000,1330,0,1730,0,3060,0,0,0,400,0,0,0,0,0,4,1,0,2,2016,-122.2674332,47.5395548
685000,650,0,650,0,1650,580,350,230,0,1,0,0,520,0,3,1,2,1,2016,-122.376337,47.6784948
720000,570,0,570,0,1530,390,390,0,0,1,0,120,450,0,3,1,2,0,2018,-122.3663179,47.5656575
450000,1110,0,0,0,1110,160,0,0,0,0,160,0,0,0,2,0,0,1,1934,-122.2880581,47.5552922
451500,1080,0,870,0,1950,0,0,0,460,0,170,0,180,0,4,1,1,1,1965,-122.2094724,47.4434183
175000,800,0,0,0,800,590,0,0,360,1,80,0,220,0,2,0,0,1,1943,-122.3027525,47.5009713
700000,1400,480,0,0,1880,0,0,0,460,0,0,0,400,0,3,0,0,1,1937,-122.3938131,47.6518707
539950,360,0,290,0,940,290,290,0,0,1,140,0,0,0,2,0,1,1,2019,-122.371807,47.66921
1145000,1640,0,970,0,2910,1060,300,0,0,0,0,0,260,0,5,0,1,3,1950,-122.2801776,47.6723926
1499000,1980,0,0,0,1980,0,0,0,310,0,120,0,80,0,3,0,0,2,1954,-122.197929,47.6345195
815000,1120,0,0,0,1120,1120,0,0,0,0,20,0,430,0,2,0,0,1,1920,-122.2857427,47.6084246
223600,840,0,0,0,840,0,0,0,220,0,0,0,0,0,3,0,0,1,1962,-122.1832728,47.3545729
699900,500,0,510,0,1510,500,500,0,0,0,0,0,0,0,3,1,1,1,2017,-122.3150236,47.590148
650000,780,260,0,0,1040,780,0,180,0,0,0,0,80,0,3,0,0,1,1928,-122.3818685,47.6830403
775000,1710,0,0,0,2810,1500,1100,400,200,1,0,0,200,0,4,0,2,1,1977,-122.2108945,47.7263723
765000,530,0,560,0,1440,530,350,180,0,1,90,0,520,0,3,1,1,1,2019,-122.3621567,47.6691638
759950,480,0,530,530,1540,0,0,0,0,0,10,0,430,0,3,0,1,1,2019,-122.3672247,47.6672718
370000,1150,0,760,0,1910,0,0,0,0,0,80,0,0,0,4,1,0,1,1960,-122.298552,47.3436219
755000,1540,0,0,0,1540,1280,0,0,0,0,160,0,0,100,2,0,1,1,1927,-122.2576475,47.7164144
870000,1100,800,0,0,2530,630,630,0,0,0,60,0,0,0,4,1,1,1,1908,-122.2917876,47.6087475
695987,1350,0,1640,0,2990,0,0,0,400,0,140,0,0,0,4,1,0,2,2016,-122.1439286,47.495347
880100,1510,0,0,0,2360,1470,850,600,0,1,40,0,0,0,4,0,2,1,1972,-122.1184017,47.5823917
472500,1270,0,0,0,1870,1030,600,0,0,0,0,0,200,15,4,1,0,1,1950,-122.3378122,47.7042135
505000,1450,0,0,0,2900,1450,1450,0,0,1,0,0,350,0,5,0,0,3,1963,-122.227377,47.4937629
330000,1530,0,0,0,1530,0,0,0,530,0,0,0,290,0,2,2,0,1,1975,-122.1607764,47.3631138
365000,1040,0,0,0,1390,1010,350,160,240,1,0,0,50,0,3,0,0,1,1976,-122.1749084,47.3530684
450000,1080,0,0,0,1080,890,0,310,0,0,0,0,0,0,3,0,0,1,1948,-122.3574908,47.5280821
651500,1400,0,0,0,1400,1120,0,400,200,1,60,0,140,0,3,1,1,1,1978,-122.1802963,47.7461652
660000,540,0,590,0,1720,590,590,0,0,1,0,50,570,0,2,0,0,2,2015,-122.2973632,47.5942506
650000,970,370,0,0,1750,970,410,0,200,1,180,180,0,0,3,2,0,1,1936,-122.3573996,47.7173109
833500,2430,0,1430,0,3860,0,0,0,460,0,110,0,120,0,4,1,1,3,1955,-122.1580581,47.5772275
660000,1740,0,0,0,1740,1580,0,0,420,1,0,0,330,0,3,0,1,1,1968,-122.2700419,47.7642556
769950,1560,0,1494,0,3054,0,0,0,490,0,36,0,0,0,4,0,0,3,2019,-122.1573894,47.4361968
306500,800,320,0,0,1120,760,0,0,0,1,60,0,100,0,3,0,0,1,1913,-122.3056647,47.5001936
470000,1030,0,0,0,2060,1030,1030,0,0,1,0,0,160,0,4,0,1,1,1964,-122.1164214,47.4890673
465000,1040,0,0,0,1040,0,0,0,260,0,130,0,240,0,3,0,0,1,1952,-122.3421098,47.4393027
575000,1380,0,0,0,1380,0,0,0,0,0,0,0,0,20,4,1,0,1,1960,-122.2683706,47.5498585
180000,990,0,0,0,990,0,0,0,0,0,0,0,0,0,3,0,0,1,1950,-122.3255499,47.487711
418000,1688,0,0,0,2608,1560,920,640,0,1,0,0,50,0,3,0,2,1,1978,-122.2763098,47.3622496
475000,1510,0,0,0,1510,0,0,0,410,0,0,0,0,15,3,1,0,1,1955,-122.3360967,47.7726237
560000,740,0,0,0,740,0,0,0,0,0,0,0,100,0,2,0,0,1,1941,-122.381027,47.5282057
470000,1320,0,0,0,2000,1300,680,620,0,1,0,0,200,0,3,2,0,1,1962,-122.3222657,47.3912721
785000,1120,0,1230,0,3680,1330,1330,0,0,1,60,0,220,0,4,1,1,2,2018,-122.3585162,47.6427065
380000,1410,0,0,0,1410,400,0,0,260,0,0,0,0,0,3,1,0,1,1958,-122.2785207,47.438861
325000,1260,0,0,0,1260,0,0,0,0,0,0,0,0,0,3,0,0,1,1958,-122.1705713,47.4992904
450000,1160,0,0,0,1610,590,450,140,300,1,480,0,0,0,3,1,1,1,1979,-122.19151,47.4600964
825000,990,420,0,0,1550,990,140,0,0,0,60,0,0,0,3,1,0,1,1926,-122.3924938,47.5192388
860000,1370,0,1670,0,3040,0,0,0,440,0,150,0,0,0,5,0,1,2,2019,-122.1255701,47.472422
365000,1590,0,0,0,1590,0,0,0,480,0,0,0,0,0,3,1,0,1,1976,-122.2062328,47.3084509
247500,1190,0,0,0,1190,0,0,0,0,0,80,0,190,0,3,1,0,1,1958,-122.3293879,47.4192979
669000,550,0,580,560,1690,0,0,0,0,0,90,0,200,0,3,0,0,2,2016,-122.2982959,47.5998148
569800,1120,0,1180,0,2470,620,170,450,0,1,0,0,0,0,5,1,0,2,2018,-122.2978748,47.4955475
578000,2180,0,0,0,2180,0,0,0,550,0,170,0,0,0,3,0,0,2,1998,-122.2649242,47.7763373
500700,610,0,1030,0,1640,0,0,0,380,0,70,0,0,0,4,1,0,2,2018,-122.2986121,47.495764
586900,1070,0,1720,0,2790,0,0,0,660,0,90,0,0,0,3,0,1,2,2016,-122.1500122,47.502056
948000,1060,0,0,0,2120,1060,1060,0,0,1,0,0,630,0,5,0,1,1,1952,-122.1779006,47.5870604
549500,1310,0,1100,0,2410,0,0,0,570,0,40,0,270,0,3,1,0,2,1997,-122.2608369,47.3266371
750000,1810,0,0,0,3620,1810,1810,0,440,1,0,0,240,0,5,1,1,2,1967,-122.3883256,47.525387
755000,1490,0,0,0,1490,0,0,0,0,0,70,0,0,0,3,0,0,1,1961,-122.1104674,47.6428774
644000,880,600,0,0,1480,450,0,0,0,0,160,0,130,0,4,0,0,1,1914,-122.299682,47.6044653
505000,1590,0,0,0,1590,0,0,0,580,0,0,0,0,0,3,1,0,1,1976,-122.1326741,47.400749
799950,950,0,1570,0,2520,0,0,0,400,0,270,0,0,0,4,1,0,2,2018,-122.1420672,47.4931831
449950,360,0,360,230,950,0,0,0,0,0,130,0,0,0,2,0,0,1,2018,-122.3132391,47.5521609
1185000,2060,0,0,0,2800,2060,740,0,0,1,0,0,280,0,5,1,1,1,1956,-122.3743306,47.7528818
575000,1620,0,1660,0,3280,0,0,0,550,0,70,0,120,0,5,0,0,4,2005,-122.3105184,47.3344872
342000,1560,0,0,0,1560,0,0,0,0,0,0,0,0,0,3,1,1,1,1959,-122.2102588,47.2839353
750000,1490,0,1360,0,3830,1530,980,550,200,1,180,0,240,15,4,2,1,1,1990,-122.2834202,47.7234529
373000,1950,0,0,0,1950,0,0,0,0,0,0,0,140,0,3,0,1,1,1977,-122.1957104,47.309245
599950,1258,524,1614,0,3396,0,0,0,478,0,84,0,0,0,4,1,0,2,2018,-122.166928,47.327686
567000,780,0,0,0,780,780,0,250,0,0,0,0,140,0,2,0,0,1,1943,-122.3795271,47.6995202
600000,1050,330,0,0,1380,570,0,0,0,0,90,0,0,0,3,0,0,1,1915,-122.3262637,47.6652078
1325000,1570,0,0,0,2550,1440,980,460,0,0,600,0,260,0,3,0,1,2,2012,-122.2034809,47.5296846
485000,950,0,0,0,950,0,0,0,0,0,0,0,0,100,2,0,0,1,1951,-122.3181734,47.7592894
340000,1500,0,0,0,1500,0,0,0,480,0,0,0,300,0,3,0,1,1,1963,-122.2863228,47.4490421
595826,1029,0,1447,0,3316,840,840,0,406,0,132,0,64,0,5,1,0,3,2017,-122.1763953,47.4319273
765000,1270,760,0,0,3300,1270,1270,0,0,0,110,0,870,0,4,1,0,1,1921,-122.2889019,47.6828426
240000,1260,0,0,0,1260,0,0,0,480,0,50,0,0,0,3,0,0,1,1942,-122.3294864,47.4963386
1100000,1880,0,380,0,3520,1500,1260,240,0,1,40,0,0,100,4,0,1,2,1939,-122.3939661,47.6363078
425000,810,600,0,0,1410,0,0,0,0,0,0,80,0,0,3,0,0,1,1900,-122.3157827,47.5550819
610000,560,0,500,0,1060,590,0,0,0,0,0,50,0,0,3,0,0,1,1911,-122.3641274,47.6892932
764000,460,0,530,530,1520,0,0,0,0,0,10,0,260,0,3,0,0,2,2018,-122.3666769,47.6662676
675650,860,0,0,0,1360,860,500,180,0,1,70,0,0,0,3,0,0,1,1924,-122.337481,47.6673732
520000,1220,0,0,0,1680,1220,460,0,0,1,0,0,110,0,4,0,1,1,1958,-122.2364854,47.7765964
885000,1110,0,570,0,2790,1110,1110,0,440,1,0,0,660,0,3,0,0,3,1987,-122.3881797,47.5341134
1025000,1180,710,0,0,1890,1180,0,250,0,0,0,0,320,100,3,1,0,2,1927,-122.3932942,47.6456911
820000,540,0,540,0,1260,440,180,260,0,1,0,0,470,0,2,1,1,1,2018,-122.3749166,47.6797426
1149000,480,0,540,560,1580,340,0,340,0,0,0,0,160,0,2,0,0,2,2018,-122.3185217,47.6223313
630000,1480,0,0,0,1830,1480,350,670,0,0,0,0,130,0,3,0,1,1,1951,-122.2806507,47.71553
735000,480,0,500,0,1370,390,390,0,0,1,0,0,300,0,2,0,1,1,2017,-122.3804422,47.690348
930000,700,0,800,0,1500,0,0,0,250,0,220,0,0,0,3,1,1,1,2017,-122.2154975,47.7146569
525000,1440,0,0,0,1440,0,0,0,0,0,70,0,80,0,3,0,0,1,1920,-122.330801,47.4065284
165000,2610,0,1160,0,3770,0,0,0,850,0,660,0,240,0,4,0,1,3,2017,-122.1052064,47.3917397
700000,890,340,0,0,1290,890,400,0,0,0,0,0,360,0,2,0,0,1,1947,-122.3973162,47.5581429
965000,990,0,830,0,2280,770,460,0,0,0,60,0,0,0,3,1,0,1,1924,-122.2823928,47.5739961
599000,380,0,380,0,1100,340,340,0,0,1,0,0,0,0,2,0,2,0,2017,-122.3063704,47.5999935
639000,1100,460,0,0,1810,1100,250,390,0,0,0,0,0,0,4,0,1,1,1949,-122.3930919,47.5456488
420000,790,0,0,0,790,220,0,0,0,0,0,40,0,0,2,0,0,1,1910,-122.3575619,47.6648439
610000,1220,0,0,0,2120,1220,900,320,0,1,0,0,240,0,4,1,1,1,1962,-122.332532,47.692913
710000,410,0,410,290,1440,330,330,0,0,1,0,0,130,0,2,0,1,1,2018,-122.3723157,47.5658224
550000,1230,1124,0,0,2354,0,0,0,864,0,144,0,706,0,3,1,1,2,1977,-122.4504994,47.4449959
366000,1090,0,0,0,1090,0,0,0,0,0,0,0,0,78,3,1,0,1,1966,-122.3372738,47.5064962
1112000,1290,0,1700,0,3920,930,930,0,530,1,550,0,0,0,5,1,1,2,2018,-122.229381,47.7472703
669999,470,0,570,430,1470,0,0,0,220,0,40,0,570,0,3,1,0,2,2016,-122.3644609,47.6684508
768000,420,0,480,480,1380,0,0,0,0,0,10,0,420,0,3,1,1,1,2017,-122.387878,47.6830299
540386,520,0,520,440,1480,0,0,0,0,0,0,0,40,0,2,0,0,2,2016,-122.3010121,47.5921909
786000,580,0,580,0,1690,530,530,0,0,1,0,0,180,0,4,0,0,2,2017,-122.311998,47.5985032
785000,950,0,950,0,2850,950,950,0,0,1,20,0,0,0,7,0,2,1,1904,-122.3021124,47.6280452
695000,1630,0,0,0,1630,0,0,0,0,0,0,0,0,88,3,0,0,1,1954,-122.3966233,47.6948523
319000,1390,0,0,0,1870,770,480,260,260,1,0,0,0,0,3,1,1,1,1977,-122.2890766,47.3669185
955000,970,640,0,0,2230,880,620,0,0,0,70,0,0,0,4,0,1,2,1924,-122.2976925,47.6669271
629000,800,0,1320,0,2120,0,0,0,530,0,100,0,0,0,4,1,0,2,2017,-122.3385634,47.5088346
1029950,1410,0,1660,0,3070,0,0,0,640,0,300,0,0,0,4,0,1,2,2017,-122.1444557,47.5037724
300000,1200,0,0,0,1200,0,0,0,440,0,60,0,0,0,4,0,1,1,1968,-122.3162,47.3797598
100000,2940,0,0,0,5260,2320,2320,0,620,1,0,0,730,0,4,1,1,1,1976,-122.2658722,47.2599306
798000,1550,0,0,0,3050,1500,1500,0,0,1,0,0,590,0,4,0,2,1,1967,-122.1769509,47.5473228
262000,1530,0,0,0,2030,1630,500,0,0,1,110,0,120,20,5,1,0,1,1960,-122.2714761,47.4670576
385000,720,220,0,0,940,0,0,0,0,0,0,100,0,0,3,0,0,1,1912,-122.316951,47.5580706
599000,1110,0,0,0,1600,1110,490,300,0,1,0,0,0,0,3,1,0,1,1951,-122.333924,47.7266862
675000,860,0,550,0,2300,890,890,0,0,0,70,20,0,0,3,0,0,1,1901,-122.302472,47.5925913
700000,900,0,740,0,1640,470,0,0,0,0,150,0,0,0,5,0,0,1,1904,-122.3130509,47.5781285
1050000,1620,0,0,0,2920,1510,1300,0,480,1,0,0,430,0,4,0,1,2,1967,-122.1629996,47.5651484
1170000,1690,0,0,0,1690,0,0,0,410,0,60,0,0,0,3,1,0,1,1956,-122.286347,47.6578504
575000,490,0,490,0,1240,260,260,0,0,1,150,50,420,0,2,1,1,1,2019,-122.2997177,47.5536462
605000,1720,0,0,0,2990,1270,1270,0,0,1,50,0,480,0,5,0,2,1,1969,-122.1238669,47.5716268
799950,670,0,670,0,1820,480,480,0,0,0,0,0,390,0,3,1,0,2,2015,-122.38569,47.6747681
499950,1310,330,0,0,1640,0,0,0,0,0,0,0,200,0,4,0,0,1,1944,-122.2409731,47.4961084
400000,1640,0,0,0,1640,0,0,0,440,0,0,0,0,0,4,1,1,1,1972,-122.1246466,47.4731071
550000,830,0,0,0,830,860,0,0,0,0,50,40,0,0,2,0,0,1,1927,-122.3879119,47.6876085
738000,1080,0,0,0,1080,1060,0,0,0,0,100,0,0,0,2,0,0,1,1922,-122.2997876,47.63975
613114,1940,0,0,0,2930,1940,990,0,500,1,290,0,0,18,6,0,0,3,1958,-122.2891208,47.7500604
955500,680,0,500,0,1720,720,540,180,0,1,50,0,660,0,3,1,1,1,2017,-122.3699192,47.6660167
525000,1190,0,0,0,1190,0,0,0,290,0,60,0,350,0,3,0,0,1,1954,-122.3336352,47.7689328
305000,580,0,0,0,580,0,0,0,290,0,0,0,0,0,1,0,0,1,1976,-122.351788,47.460993
460000,1580,0,0,0,1580,280,0,0,0,0,0,0,0,0,3,0,0,1,1931,-122.2926564,47.5339746
745000,1650,0,0,0,2900,1650,1250,400,0,1,40,0,100,0,4,0,1,2,1977,-122.1965576,47.7750418
400000,1010,0,620,0,1630,0,0,0,290,0,70,0,200,0,5,0,1,1,1966,-122.213391,47.774142
627280,1850,0,0,0,1850,0,0,0,0,0,0,0,0,0,3,1,0,1,1956,-122.1338388,47.6024777
777500,1470,0,0,0,2620,1450,1150,0,0,1,0,0,430,0,5,0,2,1,1963,-122.1733296,47.5523442
810000,1000,0,800,0,2370,1010,570,0,0,1,100,0,190,0,4,0,1,2,1952,-122.37999,47.7010373
275000,1280,0,0,0,1280,0,0,0,480,0,0,0,0,0,3,0,1,1,1967,-122.1492174,47.3541842
620000,1330,0,0,0,2470,1140,1140,0,0,1,0,0,440,0,2,0,0,1,1976,-122.1292897,47.4776661
722000,1210,0,0,0,2160,1210,950,0,290,1,0,0,140,0,5,0,1,1,1959,-122.1916273,47.6081549
485000,1080,0,0,0,2090,1010,1010,0,600,0,60,0,270,0,3,0,1,1,1963,-122.1672645,47.5028012
339000,1200,0,0,0,1700,1200,500,0,310,1,0,0,190,0,3,1,1,1,1966,-122.3621386,47.2978133
399000,630,0,620,0,1560,600,310,290,0,1,30,0,0,0,3,1,2,1,2016,-122.1617851,47.4877771
439200,900,320,0,0,1220,0,0,0,0,0,0,0,0,0,2,0,0,1,1944,-122.3536908,47.4677786
230000,950,0,0,0,950,0,0,0,800,0,0,0,0,0,3,0,0,1,1965,-122.2804188,47.3419459
441000,1120,0,0,0,1120,1080,0,480,0,0,40,0,0,0,3,0,1,1,1967,-122.3477407,47.5213582
599955,480,0,490,0,1450,480,480,0,0,0,0,110,380,0,3,0,1,1,2017,-122.315091,47.5817726
629950,1200,0,1080,0,2280,0,0,0,0,0,0,0,0,0,4,1,0,3,2015,-122.3814721,47.5154107
689000,1400,0,0,0,1400,1150,0,510,0,1,200,0,420,0,4,0,0,2,1966,-122.1624701,47.670259
663888,1280,0,0,0,1680,1280,400,240,0,0,0,0,40,15,3,1,0,1,1959,-122.2877294,47.5346298
755000,590,0,550,0,1750,610,610,0,0,1,70,0,530,0,3,0,1,1,2018,-122.3481532,47.6980039
1450000,1090,0,1290,0,3140,1290,760,530,0,1,220,0,510,0,4,1,0,3,2019,-122.3668237,47.6765311
415000,1310,0,0,0,1310,0,0,0,500,0,0,0,0,0,3,1,0,1,1962,-122.2052731,47.7220477
350000,1110,0,0,0,1590,1080,480,460,0,1,0,0,100,0,3,0,1,1,1967,-122.3642777,47.2986272
500000,1250,280,0,0,1530,0,0,0,280,0,0,0,220,20,3,1,0,2,1955,-122.3059067,47.7000363
819880,570,0,780,0,1630,690,280,410,0,1,60,0,0,0,4,1,1,2,2019,-122.3057164,47.6917651
400000,1160,0,0,0,1590,1160,430,0,0,0,0,0,0,0,5,0,1,1,1953,-122.2209372,47.4945044
1005000,940,0,1170,550,2660,0,0,0,460,0,0,0,280,0,4,1,0,3,2016,-122.2826771,47.5572691
1286000,1250,800,0,0,2170,1250,120,0,0,0,0,0,120,100,3,1,1,1,1928,-122.2929545,47.6709095
265000,990,0,0,0,990,0,0,0,360,0,100,280,0,0,3,0,0,1,1957,-122.2059917,47.2840426
825000,780,0,780,0,1780,600,220,380,0,1,40,50,670,0,3,1,0,2,2017,-122.2810478,47.5557522
750000,680,0,680,650,2010,0,0,0,0,0,0,120,190,0,3,1,0,2,2016,-122.2981891,47.5984533
570000,1190,0,0,0,1720,1190,530,580,0,0,0,0,140,0,4,0,1,1,1967,-122.350131,47.7572075
374500,400,0,430,380,1210,0,0,0,0,0,0,70,400,0,3,1,1,1,2015,-122.322222,47.5263402
885000,1160,0,1010,0,2170,1090,0,0,0,0,180,70,0,0,4,1,0,1,1910,-122.3985536,47.6575533
935000,1680,0,0,0,2690,1470,1010,0,0,1,0,0,370,0,5,0,1,1,1963,-122.369092,47.469054
699950,500,500,500,500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,-122.3763628,47.6786366
526000,1040,390,0,0,1430,730,0,0,0,0,0,0,0,0,2,0,0,1,1916,-122.3716615,47.6912692
724950,1018,0,1505,0,3432,909,909,0,400,0,159,0,0,0,4,1,0,3,2019,-122.1573894,47.4361968
525000,1340,0,0,0,1800,1150,460,550,0,1,0,0,250,0,4,1,1,1,1968,-122.1803684,47.7263369
749000,490,0,510,0,1180,480,180,300,0,1,20,60,450,0,3,1,2,0,2018,-122.3061991,47.6006363
700000,1270,370,0,0,1640,0,0,0,0,0,0,0,0,0,4,0,0,1,1948,-122.334752,47.6924953
426950,1400,0,0,0,1400,0,0,0,0,0,0,0,0,55,3,0,0,1,1949,-122.1857687,47.4437776
703500,1840,0,0,0,2740,1840,900,300,130,1,40,0,80,0,4,0,2,1,1959,-122.2846002,47.7648301
475000,1050,0,0,0,1720,1050,670,0,0,1,0,0,340,0,4,1,0,1,1960,-122.3380033,47.5130757
730000,1170,0,0,0,2340,1170,1170,0,0,0,0,0,0,0,3,0,0,2,1970,-122.3914988,47.5820616
365000,1120,0,0,0,1920,1120,800,0,0,1,0,0,0,0,3,0,0,2,1960,-122.2623609,47.5128736
775800,2520,1240,0,0,3760,0,0,0,440,0,60,0,0,0,5,0,0,3,1967,-122.1157128,47.6315945
510000,1320,0,0,0,1320,0,0,0,0,0,0,0,0,0,3,0,0,1,1954,-122.3177547,47.7552141
449000,1730,0,580,0,2310,0,0,0,610,0,0,0,340,0,5,0,1,1,1962,-122.3223094,47.3930485
1050000,1680,0,0,0,2100,1680,420,200,0,0,0,0,0,100,2,0,1,1,1931,-122.3918968,47.6466789
251000,1020,0,0,0,1020,0,0,0,300,0,0,0,0,0,3,0,0,1,1967,-122.2906744,47.3377591
714000,1340,0,0,0,1770,810,430,0,0,0,40,0,0,0,2,1,0,1,1925,-122.3770098,47.5678841
500000,850,0,1410,1030,3290,0,0,0,480,0,160,0,220,0,4,1,0,3,2019,-122.2904832,47.6731884
550000,980,0,1410,0,2390,0,0,0,430,0,50,0,0,0,4,1,0,2,2017,-122.2631821,47.4718532
390000,940,140,0,0,1680,600,600,0,0,0,400,0,240,0,3,0,0,1,1912,-122.2607051,47.4992135
580000,1330,160,0,0,1490,0,0,0,290,0,0,0,0,0,4,1,0,1,1948,-122.3212567,47.7647586
362000,1160,0,0,0,1770,1140,610,530,0,1,0,0,280,0,3,0,1,1,1966,-122.1959559,47.3934179
630000,1310,0,0,0,2310,1310,1000,0,0,1,0,0,0,25,3,0,1,1,1964,-122.2966078,47.5467537
383000,1160,0,0,0,1510,850,350,0,0,0,0,0,0,0,3,0,0,1,1950,-122.3556787,47.4511957
700000,1600,0,0,0,1600,0,0,0,480,0,0,0,0,0,3,0,1,1,1965,-122.1142435,47.6264735
504000,990,0,0,0,990,0,0,0,0,0,100,220,210,0,2,0,0,1,1952,-122.3464276,47.7076422
500000,1070,0,0,0,1690,1070,620,450,0,1,0,0,0,0,3,0,1,1,1961,-122.3147526,47.7717013
1400000,1940,0,0,0,3240,1920,1300,620,0,1,0,0,360,0,4,1,1,1,1973,-122.1540699,47.5636298
390000,1280,0,0,0,2090,1150,810,340,240,1,0,0,120,0,4,1,1,1,1979,-122.2850959,47.3364935
